well,colony_id
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,POC-391
B8,POC-391
B9,POR-384
B10,POR-384
B11,POR-385
B12,POR-385
C1,ACR-145
C2,ACR-145
C3,ACR-150
C4,ACR-150
C5,POC-42
C6,POC-42
C7,POC-52
C8,POC-52
C9,POC-53
C10,POC-53
C11,POC-55
C12,POC-55
D1,POR-81
D2,POR-81
D3,POR-82
D4,POR-82
D5,ACR-176
D6,ACR-176
D7,ACR-185
D8,ACR-185
D9,ACR-186
D10,ACR-186
D11,ACR-187
D12,ACR-187
E1,POC-44
E2,POC-44
E3,POC-47
E4,POC-47
E5,POC-48
E6,POC-48
E7,POC-57
E8,POC-57
E9,ACR-175
E10,ACR-175
E11,ACR-178
E12,ACR-178
F1,POR-381
F2,POR-381
F3,ACR-139
F4,ACR-139
F5,POR-76
F6,POR-76
F7,POR-83
F8,POR-83
F9,ACR-173
F10,ACR-173
F11,POC-45
F12,POC-45
G1,POC-50
G2,POC-50
G3,POC-68
G4,POC-68
G5,POR-69
G6,POR-69
G7,POR-70
G8,POR-70
G9,POR-71
G10,POR-71
G11,POR-72
G12,POR-72
H1,POR-73
H2,POR-73
H3,POR-79
H4,POR-79
H5,POR-75
H6,POR-75
H7,ACR-390
H8,ACR-390
H9,POC-395
H10,POC-395
H11,POC-43
H12,POC-43